client_name,primary_key,lobby_url,lobbying_firm,policy_areas,politicians_targeted,politicians_count,lobbying_period_start_date
Irish League of Credit Unions,28700,https://www.lobbying.ie/return/28700,Gerard Howlin,Finance,"Darragh O'Brien, Denis Naughten, Edward Brophy, Eoin Ó Broin, Jan O'Sullivan, Joan Burton, John McCarthy, Michael McGrath, Micheál Martin, Regina Doherty, Seamus Ó Ceallacháin, Stephen Lynam",12,2018-01-01T00:00:00.000000
Irish League of Credit Unions,24300,https://www.lobbying.ie/return/24300,Gerard Howlin,Finance,"Danny Healy-Rae, Denis Naughten, Eoghan Murphy, Eoin Ó Broin, John McCarthy, John McGuinness, Kieran O'Donnell, Maria Bailey, Mattie McGrath, Michael Collins, Michael Harty, Michael Healy-Rae, Michael McGrath, Michael Moynihan, Máire Devine, Paschal Donohoe, Stephen Lynam, Suzanne Coogan, Willie Penrose",19,2017-09-01T00:00:00.000000
Irish League of Credit Unions,19970,https://www.lobbying.ie/return/19970,Gerard Howlin,Finance,"Barry Cowen, Bob Jordan, Damien English, Des Carville, Eoin Ó Broin, Jack O'Donnell, John McGuinness, John Shaw, Kieran O'Donnell, Michael D’Arcy, Michael McGrath, Michael Moynihan, Seán Sherlock, Stephen Lynam, Timmy Dooley",15,2017-05-01T00:00:00.000000
Irish League of Credit Unions,16843,https://www.lobbying.ie/return/16843,Gerard Howlin,Finance,"Barry Cowen, Bob Jordan, Brian Murphy, Damien English, Feargal Purcell, Joan Burton, John McCarthy, John McGuinness, Jonathan Hoare, Kieran O'Donnell, Michael Creed, Michael McGrath, Michael Moynihan, Seán Sherlock, Willie Penrose",15,2017-01-01T00:00:00.000000
Irish League of Credit Unions,12042,https://www.lobbying.ie/return/12042,Gerard Howlin,Finance,"Barry Cowen, Bob Jordan, Brian Hayes, Brian Murphy, Eoin Ó Broin, John Curran, John McCarthy, Leo Varadkar, Paschal Donohoe",9,2016-09-01T00:00:00.000000
Irish League of Credit Unions,7882,https://www.lobbying.ie/return/7882,Gerard Howlin,Finance,"Barry Cowen, Bob Jordan, Brian Murphy, Caitriona Fitzpatrick, Denis Naughten, Eoin Ó Broin, Feargal Purcell, Jim McGrath, John Curran, John McCarthy, Maureen O'Sullivan, Micheál Martin, Ruth Coppinger, Seán Canney, Willie O'Dea",15,2016-05-01T00:00:00.000000
Irish League of Credit Unions,4400,https://www.lobbying.ie/return/4400,Gerard Howlin,Finance,"Brian Hayes, Ciarán Conlon, Denis Naughten, Eamon Ryan, Finian McGrath, Gerry Adams, John Curran, John Halligan, Katherine Zappone, Kevin 'Boxer' Moran, Maureen O'Sullivan, Michael Fitzmaurice, Michael Harty, Michael McGrath, Micheál Martin, Noel Grealish, Seán Canney, Shane Ross, Simon Harris, Stephen Lynam",20,2016-01-01T00:00:00.000000
Irish Lift and Escalator Association,129511,https://www.lobbying.ie/return/129511,Lir Communications Ltd,Housing,"Aubrey McCarthy, Barry Ward, Brian Keegan, Conor O Brien, Eoin Ó Broin, Joe Cooney, Joe Flaherty, John Cummins, Laura Mannion, Maria McCormack, Micheál Carrigy, PJ Murphy, Pat Casey, Paul McAuliffe, Paula Butterly, Peter Burke, Rory Hearne, Seamus McGrath, Thomas Gould",19,2025-05-01T00:00:00.000000
Irish Lift and Escalator Association,124448,https://www.lobbying.ie/return/124448,Lir Communications Ltd,Housing,"Ciara Phelan, James Browne, John Cummins, Kieran O'Donnell, Niall Ó'Donnchú",5,2025-01-01T00:00:00.000000
Irish Lift and Escalator Association,116043,https://www.lobbying.ie/return/116043,Hume Brophy,Housing,"Cian O'Callaghan, Darragh O'Brien, David Stanton, Eoin Ó Broin, Francis Noel Duffy, Garret Ahearn, James O'Connor, Joe Flaherty, John Cummins, Louise O'Reilly, Marie Sherlock, Mary Fitzpatrick, Mary Seery Kearney, Matt Shanahan, Maurice Quinlivan, Michael Creed, Mick Barry, Ollie Crowe, Paul Gavan, Paul McAuliffe, Rebecca Moynihan, Richard Bruton, Richard O'Donoghue, Róisín Garvey, Steven Matthews, Thomas Gould, Victor Boyhan",27,2024-05-01T00:00:00.000000
Irish Lift and Escalator Association,108853,https://www.lobbying.ie/return/108853,Hume Brophy,Economic Development and Industry,Simon Coveney,1,2024-01-01T00:00:00.000000
Irish Lung Fibrosis Association,127088,https://www.lobbying.ie/return/127088,Kathleen O'Meara Public Affairs Consultant,Health,"Aidan Davitt, Alan Kelly, Anne Rabbitte, Brendan Smith, Brian Brennan, Cathal Crowe, Christopher O'Sullivan, Danny Healy-Rae, David Cullinane, Duncan Smith, Eoin Ó Broin, Erin McGreehan, Imelda Goldsboro, Ivana Bacik, Jennifer Murnane O'Connor, John Lahart, Maria Byrne, Martin Daly, Mattie McGrath, Michael Cahill, Niall Blaney, Pat the Cope Gallagher, Paul McAuliffe, Pádraig Rice, Robbie Gallagher, Ryan O'Meara, Shane Curley, Shane Moynihan, Teresa Costello, Timmy Dooley, Tom Clonan",31,2025-05-01T00:00:00.000000
Irish Lung Fibrosis Association,128378,https://www.lobbying.ie/return/128378,Cavanagh Communications,Health,Jennifer Carroll MacNeill,1,2025-05-01T00:00:00.000000
Irish Lung Fibrosis Association,110388,https://www.lobbying.ie/return/110388,Kathleen O'Meara Public Affairs Consultant,Health,"Chris Andrews, Colm Burke, David Cullinane, Gary Gannon, John Lahart, Malcolm Byrne, Marie Sherlock, Micheál Martin, Pa Daly, Paul Donnelly, Richard Bruton, Ruairí Ó Murchú, Róisín Shorthall, Seán Crowe, Thomas Gould, Victor Boyhan",16,2024-01-01T00:00:00.000000
Irish Lung Fibrosis Association,107637,https://www.lobbying.ie/return/107637,Kathleen O'Meara Public Affairs Consultant,Health,"Michael Lowry, Susan Mitchell",2,2024-01-01T00:00:00.000000
Irish Lung Fibrosis Association,104572,https://www.lobbying.ie/return/104572,Kathleen O'Meara Public Affairs Consultant,Health,Michael Lowry,1,2023-09-01T00:00:00.000000
Irish Medical Nutrition Group,14091,https://www.lobbying.ie/return/14091,Hume Brophy,Health,Simon Harris,1,2016-09-01T00:00:00.000000
Irish Medtech Association,67231,https://www.lobbying.ie/return/67231,Q4PR,Trade,"Brian Murphy, Chris Donoghue",2,2020-09-01T00:00:00.000000
Irish Music Rights Organisation CLG,33036,https://www.lobbying.ie/return/33036,Edelman Ireland,Arts,"Catherine Connolly, Catherine Murphy, Maureen O'Sullivan, Mick Wallace",4,2018-05-01T00:00:00.000000
Irish Music Rights Organisation CLG,27785,https://www.lobbying.ie/return/27785,Edelman Ireland,Arts,Josepha Madigan,1,2018-01-01T00:00:00.000000
Irish Music Rights Organisation CLG,28561,https://www.lobbying.ie/return/28561,IRISH MUSIC RIGHTS ORGANISATION CLG,Economic Development and Industry,"Brian Hayes, Dualta O Broin, Heather Humphreys, Liadh Ní Riada, Lynn Boylan, Mairead McGuinness",6,2018-01-01T00:00:00.000000
Irish Music Rights Organisation CLG,28537,https://www.lobbying.ie/return/28537,IRISH MUSIC RIGHTS ORGANISATION CLG,Economic Development and Industry,"Dualta O Broin, Heather Humphreys",2,2018-01-01T00:00:00.000000
Irish Music Rights Organisation CLG,27781,https://www.lobbying.ie/return/27781,Edelman Ireland,Arts,Timmy Dooley,1,2018-01-01T00:00:00.000000
Irish National Hunt Steeplechase Committee (INHSC),7930,https://www.lobbying.ie/return/7930,Wilson Hartnell,Agriculture,"Charlie McConalogue, Dara Calleary",2,2016-05-01T00:00:00.000000
Irish Offshore Operators' Association,49203,https://www.lobbying.ie/return/49203,Edelman Ireland,Energy and Natural Resources,John Carroll,1,2019-05-01T00:00:00.000000
Irish Offshore Operators' Association,36031,https://www.lobbying.ie/return/36031,Edelman Ireland,Energy and Natural Resources,Hildegarde Naughton,1,2018-09-01T00:00:00.000000
Irish Offshore Operators' Association,36023,https://www.lobbying.ie/return/36023,Edelman Ireland,Energy and Natural Resources,Brian Stanley,1,2018-09-01T00:00:00.000000
Irish Offshore Operators' Association,36034,https://www.lobbying.ie/return/36034,Edelman Ireland,Energy and Natural Resources,Michael Lowry,1,2018-09-01T00:00:00.000000
Irish Offshore Operators' Association,36026,https://www.lobbying.ie/return/36026,Edelman Ireland,Energy and Natural Resources,Dara Calleary,1,2018-09-01T00:00:00.000000
Irish Offshore Operators' Association,33057,https://www.lobbying.ie/return/33057,Edelman Ireland,Energy and Natural Resources,"Catherine Connolly, John Halligan, Maureen O'Sullivan",3,2018-05-01T00:00:00.000000
Irish Offshore Operators' Association,27792,https://www.lobbying.ie/return/27792,Edelman Ireland,Energy and Natural Resources,Timmy Dooley,1,2018-01-01T00:00:00.000000
Irish Offshore Operators' Association,27789,https://www.lobbying.ie/return/27789,Edelman Ireland,Energy and Natural Resources,James Lawless,1,2018-01-01T00:00:00.000000
Irish Offshore Operators' Association,27802,https://www.lobbying.ie/return/27802,Edelman Ireland,Energy and Natural Resources,James Lawless,1,2018-01-01T00:00:00.000000
Irish Palliative Medicine Consultants Association,96108,https://www.lobbying.ie/return/96108,Hume Brophy,Justice and Equality,"Alan Farrell, Annie Hoey, Emer Higgins, Fiona O'Loughlin, John Lahart, Lynn Ruane, Mary Seery Kearney, Michael Healy-Rae, Pa Daly, Patrick Costello, Robert Troy, Rónán Mullen, Seán Ó Fearghaíl",13,2023-01-01T00:00:00.000000
Irish Palliative Medicine Consultants Association,75139,https://www.lobbying.ie/return/75139,Hume Brophy,Justice and Equality,Heather Humphreys,1,2021-05-01T00:00:00.000000
Irish Palliative Medicine Consultants Association,70717,https://www.lobbying.ie/return/70717,Hume Brophy,Justice and Equality,"Barry Ward, Brendan Howlin, James Lawless, Jennifer Carroll MacNeill, Lynn Ruane, Martin Kenny, Michael Creed, Michael McDowell, Niamh Smyth, Pa Daly, Patrick Costello, Robbie Gallagher, Thomas Pringle, Vincent P Martin",14,2021-01-01T00:00:00.000000
Irish Palliative Medicine Consultants Association,65836,https://www.lobbying.ie/return/65836,Hume Brophy,Justice and Equality,"John Lahart, Marian Harkin, Mattie McGrath, Peadar Tóibín",4,2020-09-01T00:00:00.000000
Irish Palliative Medicine Consultants Association,30905,https://www.lobbying.ie/return/30905,Hume Brophy,Justice and Equality,"Charles Flanagan, Jim O'Callaghan, John Halligan",3,2018-05-01T00:00:00.000000
Irish Paper Packaging Circularity Alliance,131958,https://www.lobbying.ie/return/131958,Red Flag Consulting Limited,Economic Development and Industry,"Alan Dillon, Alice-Mary Higgins, Barry Heneghan, Cian O'Callaghan, Ciarán Ahern, Darragh O'Brien, Deborah Sweeney, Fiona O'Connor, Jennifer Whitmore, John Clendennen, Lorraine Clifford-Lee, Malcolm Byrne, Malcolm Noonan, Mark Duffy, Naoise O'Cearúil, Naoise Ó Muirí, Noel O'Donovan, Pa Daly, Paschal Donohoe, Pearse Doherty, Réada Cronin",21,2025-05-01T00:00:00.000000
Irish Paper Packaging Circularity Alliance,126542,https://www.lobbying.ie/return/126542,Red Flag Consulting Limited,Environment,"Alan Dillon, Darragh O'Brien",2,2025-01-01T00:00:00.000000
Irish Paper Packaging Circularity Alliance,126550,https://www.lobbying.ie/return/126550,Red Flag Consulting Limited,Environment,"Aodhán Ó Ríordáin, Barry Andrews, Billy Kelleher, Cynthia Ní Mhurchú, Kathleen Funchion, Luke Ming Flanagan, Lynn Boylan, Maria Walsh, Michael McNamara, Regina Doherty, Seán Kelly",11,2025-01-01T00:00:00.000000
Irish Paper Packaging Circularity Alliance ,141022,https://www.lobbying.ie/return/141022,Red Flag Consulting Limited,Environment,Alan Dillon,1,2026-01-01T00:00:00.000000
Irish Paper Packaging Circularity Alliance ,141030,https://www.lobbying.ie/return/141030,Red Flag Consulting Limited,Environment,"Aodhán Ó Ríordáin, Ciaran Mullooly, Maria Walsh, Nina Carberry, Regina Doherty",5,2026-01-01T00:00:00.000000
Irish Paper Packaging and Circularity Alliance ,140943,https://www.lobbying.ie/return/140943,Red Flag Consulting Limited,Environment,Teresa Costello,1,2026-01-01T00:00:00.000000
Irish Paper Packaging and Circularity Alliance ,133776,https://www.lobbying.ie/return/133776,Red Flag Consulting Limited,Environment,"Alan Dillon, Darragh O'Brien, Martina Hennessy, Peter Burke",4,2025-09-01T00:00:00.000000
Irish Paper Packaging and Circularity Alliance ,133879,https://www.lobbying.ie/return/133879,Red Flag Consulting Limited,Environment,"Malcolm Noonan, Naoise O'Cearúil, Naoise Ó Muirí, Pa Daly",4,2025-09-01T00:00:00.000000
Irish Paper Packaging and Circularity Alliance ,133874,https://www.lobbying.ie/return/133874,Red Flag Consulting Limited,Environment,Cynthia Ní Mhurchú,1,2025-09-01T00:00:00.000000
Irish Paper Packaging and Circularity Alliance ,133882,https://www.lobbying.ie/return/133882,Red Flag Consulting Limited,Environment,Cathal Crowe,1,2025-09-01T00:00:00.000000
Irish Petroleum Industry Association,59288,https://www.lobbying.ie/return/59288,Red Flag Consulting Limited,Energy and Natural Resources,Philip O’Callaghan,1,2020-01-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association,137590,https://www.lobbying.ie/return/137590,Vulcan Consulting Limited,Health,"Helen McEntee, John Newham, Simon Harris",3,2026-01-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association,135827,https://www.lobbying.ie/return/135827,Vulcan Consulting Limited,Health,"Helen McEntee, Paschal Donohoe, Simon Harris",3,2025-09-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association,123339,https://www.lobbying.ie/return/123339,Vulcan Consulting Limited,Health,"Micheál Martin, Shane Smyth, Simon Harris, Stephen Foley",4,2025-01-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association,119343,https://www.lobbying.ie/return/119343,Vulcan Consulting Limited,Health,"Aodhán Ó Ríordáin, Barry Cowen, Billy Kelleher, Ciaran Mullooly, Cynthia Ní Mhurchú, Darragh O'Brien, Deirdre Gillane, Jack Chambers, Joanne Lonergan, Kathleen Funchion, Kevin Dillon, Laura Mannion, Lynn Boylan, Maria Walsh, Regina Doherty, Sean Kelly, Shane Smyth, Simon Harris",18,2024-09-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association,112297,https://www.lobbying.ie/return/112297,Vulcan Consulting Limited,Health,"Aodhán Ó Ríordáin, Barry Andrews, Barry Cowen, Billy Kelleher, Brian Keegan, Ciaran Mullooly, Cynthia Ní Mhurchú, Darragh O'Brien, Kathleen Funchion, Luke Ming Flanagan, Lynn Boylan, Maria Walsh, Michael McNamara, Nina Carberry, Peter Burke, Regina Doherty, Sean Kelly, Simon Harris",18,2024-05-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),107814,https://www.lobbying.ie/return/107814,Vulcan Consulting Limited,Health,"Barry Andrews, Billy Kelleher, Bríd Smith, Chris MacManus, Ciarán Cuffe, Clare Daly, Colm Burke, Daithí Doolan, David Cullinane, David Stanton, Deirdre Clune, Denis Naughten, Emer Higgins, Eoin Ó Broin, Frances Fitzgerald, Gino Kenny, Grace O'Sullivan, Joe Flaherty, John Cummins, John Lahart, Kathleen Funchion, Luke Ming Flanagan, Lynn Boylan, Marc Ó Cathasaigh, Maria Walsh, Michael McNamara, Mick Wallace, Paul Gavan, Pauline O'Reilly, Peadar Tóibín, Peter Burke, Pádraig O'Sullivan, Regina Doherty, Robert Troy, Seán Kelly, Sorca Clarke, Vicki Casserly",37,2024-01-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),103167,https://www.lobbying.ie/return/103167,Vulcan Consulting Limited,Health,"Billy Kelleher, David Cullinane, Deirdre Clune, Maria Walsh, Seán Kelly",5,2023-09-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),99197,https://www.lobbying.ie/return/99197,Vulcan Consulting Limited,Health,"Barry Andrews, Billy Kelleher, David Cullinane, Deirdre Clune, Louise O'Reilly, Seán Kelly",6,2023-05-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),94645,https://www.lobbying.ie/return/94645,Vulcan Consulting Limited,Health,"Barry Andrews, Billy Kelleher, Colm Burke, Colm Markey, David Cullinane, Deirdre Clune, Grace O'Sullivan, Laura McGonigle, Maurice Quinlivan, Pádraig O'Sullivan, Seán Kelly, Simon Coveney",12,2023-01-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),93132,https://www.lobbying.ie/return/93132,Vulcan Consulting Limited,Health,"Alan Dillon, Annie Hoey, Barry Andrews, Billy Kelleher, Ciarán Cuffe, Colm Burke, Colm Markey, David Cullinane, Deirdre Clune, Donnchadh Ó Laoghaire, Frances Fitzgerald, Grace O'Sullivan, Kieran O'Donnell, Maria Walsh, Maurice Quinlivan, Paraic Gallagher, Pádraig O'Sullivan, Richard Bruton, Róisín Shorthall, Seán Kelly, Seán Sherlock",21,2022-09-01T00:00:00.000000
Irish Pharmaceutical Healthcare Association (IPHA),87532,https://www.lobbying.ie/return/87532,Vulcan Consulting Limited,Health,"Barry Andrews, Billy Kelleher, Brian Murphy, Chris MacManus, Ciarán Cuffe, Colm Markey, Deirdre Clune, Frances Fitzgerald, Grace O'Sullivan, Maria Walsh, Paraic Gallagher, Seán Kelly, Susan Mitchell",13,2022-05-01T00:00:00.000000
Irish Pharmacy Union,59427,https://www.lobbying.ie/return/59427,MKC Communications,Health,"Joanne Lonergan, Simon Harris",2,2020-01-01T00:00:00.000000
Irish Physical Activity Alliance,120569,https://www.lobbying.ie/return/120569,Insight Consultants,Health,"Chris Andrews, Colm Burke, Jack Chambers, Malcolm Byrne, Shane Smyth",5,2024-09-01T00:00:00.000000
Irish Physical Activity Alliance,116245,https://www.lobbying.ie/return/116245,Insight Consultants,Health,"Alan Dillon, Annie Hoey, Brendan Griffin, Chris Andrews, Christopher O'Sullivan, Ciaran Cannon, Fintan Warfield, Imelda Munster, Johnny Mythen, Mattie McGrath, Michael Ring, Niamh Smyth, Peter Fitzpatrick, Shane Cassells",14,2024-05-01T00:00:00.000000
Irish Physical Activity Alliance,116291,https://www.lobbying.ie/return/116291,Insight Consultants,Health,"Jack Chambers, Micheál Martin, Simon Harris",3,2024-05-01T00:00:00.000000
Irish Physical Activity Alliance,116218,https://www.lobbying.ie/return/116218,Insight Consultants,Health,"Aidan Davitt, Alice-Mary Higgins, Bernard Durkan, Damien English, Jim O'Callaghan, Maria Byrne, Marie Sherlock, Pat Casey, Peadar Tóibín, Pearse Doherty, Steven Matthews",11,2024-05-01T00:00:00.000000
Irish Physical Activity Alliance,116271,https://www.lobbying.ie/return/116271,Insight Consultants,Health,"Cathal Crowe, David Cullinane, Frances Black, Gino Kenny, John Lahart, Lorraine Clifford-Lee, Martin Conway, Neasa Hourigan, Seán Crowe, Seán Kyne",10,2024-05-01T00:00:00.000000
Irish Physical Activity Alliance,116197,https://www.lobbying.ie/return/116197,Insight Consultants,Health,"Cormac Devlin, Malcolm Byrne",2,2024-05-01T00:00:00.000000
Irish Planning Institute,27693,https://www.lobbying.ie/return/27693,Padraig McKeon,Local Government,"Damien English, James Reilly, Tom O'Leary",3,2018-01-01T00:00:00.000000
Irish Postmasters Union,49146,https://www.lobbying.ie/return/49146,Cavanagh Communications,Communications,"Kevin Boxer Moran, Peter Burke, Robert Troy, Willie Penrose",4,2019-01-01T00:00:00.000000
Irish Postmasters Union,5714,https://www.lobbying.ie/return/5714,Cavanagh Communications,Communications,Bernard Harbor,1,2016-01-01T00:00:00.000000
Irish Postmasters' Union,125918,https://www.lobbying.ie/return/125918,MKC Communications,Communications,Michael Lowry,1,2025-01-01T00:00:00.000000
Irish Postmasters' Union,121848,https://www.lobbying.ie/return/121848,MKC Communications,Communications,"Deirdre Gillane, Heather Humphreys, Michael Lowry",3,2024-09-01T00:00:00.000000
Irish Postmasters' Union,115549,https://www.lobbying.ie/return/115549,MKC Communications,Communications,Deirdre Gillane,1,2024-05-01T00:00:00.000000
Irish Postmasters' Union,115541,https://www.lobbying.ie/return/115541,MKC Communications,Communications,Martin Kenny,1,2024-05-01T00:00:00.000000
Irish Professional Photographers & Videographers Association,61457,https://www.lobbying.ie/return/61457,Hanover Media Strategy Limited,Arts,"Aengus Ó Snodaigh, Alan Farrell, Carol Nolan, Catherine Connolly, Duncan Smith, Frank Feighan, Gary Gannon, Ged Nash, Heather Humphreys, Jackie Cahill, John Brady, Josepha Madigan, Kieran O'Donnell, Marc Ó Cathasaigh, Matt Shanahan, Niamh Smyth, Patrick Costello, Paul Donnelly, Regina Doherty, Richard Boyd Barrett, Roderic O'Gorman, Willie O'Dea",22,2020-05-01T00:00:00.000000
Irish Property Owners Association,77739,https://www.lobbying.ie/return/77739,Lahiffe & Associates,Housing,"Cian O'Callaghan, Emer Higgins, Eoin Ó Broin, Francis Noel Duffy, Joe Flaherty, John Cummins, Mary Fitzpatrick, Mary Seery Kearney, Paul McAuliffe, Pearse Doherty, Rebecca Moynihan, Richard O'Donoghue, Steven Matthews, Thomas Gould, Victor Boyhan",15,2021-09-01T00:00:00.000000
Irish Property Owners Association,74622,https://www.lobbying.ie/return/74622,Lahiffe & Associates,Housing,Darragh O'Brien,1,2021-05-01T00:00:00.000000
Irish Property Owners Association,60366,https://www.lobbying.ie/return/60366,Lahiffe & Associates,Housing,Darragh O'Brien,1,2020-05-01T00:00:00.000000
Irish Property Owners Association,37279,https://www.lobbying.ie/return/37279,Lahiffe & Associates,Housing,"Darragh O'Brien, David Norris, Fergus O'Dowd, Jennifer Murnane O'Connor, John Hogan, John Lahart, John McGuinness, Martin Conway, Michael Healy-Rae, Michael McDowell, Pat Casey, Paul Lemass, Pádraig Ó Céidigh, Seán Fleming, Stephen Donnelly, Victor Boyhan",16,2019-01-01T00:00:00.000000
Irish Property Owners Association,33615,https://www.lobbying.ie/return/33615,Lahiffe & Associates,Finance,"John Hogan, Paul Lemass",2,2018-09-01T00:00:00.000000
Irish Property Owners Association,31173,https://www.lobbying.ie/return/31173,Lahiffe & Associates,Finance,"Billy Kelleher, Darragh O'Brien, Eamon Scanlon, Gerry Horkan, John Curran, John McGuinness, Kieran O'Donnell, Lorraine Clifford-Lee, Marc MacSharry, Margaret Murphy O'Mahony, Michael McGrath, Pat Casey, Seán Fleming, Seán Haughey, Stephen Donnelly",15,2018-09-01T00:00:00.000000
Irish Property Owners Association,29899,https://www.lobbying.ie/return/29899,Lahiffe & Associates,Housing,Darragh O'Brien,1,2018-05-01T00:00:00.000000
Irish Property Owners Association,14523,https://www.lobbying.ie/return/14523,Lahiffe & Associates,Housing,"Barry Cowen, Thomas Byrne",2,2017-01-01T00:00:00.000000
Irish Property Owners Association,9942,https://www.lobbying.ie/return/9942,Lahiffe & Associates,Environment,Simon Coveney,1,2016-09-01T00:00:00.000000
Irish Property Owners Association,6590,https://www.lobbying.ie/return/6590,Lahiffe & Associates,Housing,Elaine Gunn,1,2016-05-01T00:00:00.000000
Irish Property Owners Association (IPOA),142067,https://www.lobbying.ie/return/142067,Rockwood Consulting ULC,Housing,"Danny Healy-Rae, Deirdre Gillane, Gillian Toole, James Browne, Joe Cooney, Ken O'Flynn, Michael Collins, Michael Healy-Rae, Micheál Martin, Sarah Bardon, Sean Canney, Simon Harris",12,2026-01-01T00:00:00.000000
Irish Recorded Music Association Limited,136982,https://www.lobbying.ie/return/136982,Drury,Economic Development and Industry,Malcolm Byrne,1,2025-09-01T00:00:00.000000
Irish Red Cross,131918,https://www.lobbying.ie/return/131918,John Gallagher,Children and Youth Affairs,Deirdre Gillane,1,2025-05-01T00:00:00.000000
Irish Red Cross,126670,https://www.lobbying.ie/return/126670,John Gallagher,Children and Youth Affairs,"Ivana Bacik, Matt Carthy, Norma Foley, Roderic O'Gorman",4,2025-01-01T00:00:00.000000
Irish Red Cross,48603,https://www.lobbying.ie/return/48603,Irish Red Cross,Justice and Equality,Carol Baxter,1,2019-01-01T00:00:00.000000
Irish Red Cross,48616,https://www.lobbying.ie/return/48616,Irish Red Cross,Justice and Equality,Carol Baxter,1,2019-01-01T00:00:00.000000
Irish Red Cross,48593,https://www.lobbying.ie/return/48593,Irish Red Cross,Justice and Equality,Carol Baxter,1,2019-01-01T00:00:00.000000
Irish Residential Properties REIT Plc,15874,https://www.lobbying.ie/return/15874,Q4PR,Housing,Simon Coveney,1,2017-01-01T00:00:00.000000
Irish Residential Properties REIT Plc,8591,https://www.lobbying.ie/return/8591,Q4PR,Housing,Simon Coveney,1,2016-05-01T00:00:00.000000
Irish Residential Properties Reit,19624,https://www.lobbying.ie/return/19624,Q4PR,Housing,"Eoghan Murphy, Jack O'Donnell",2,2017-05-01T00:00:00.000000
Irish Security Industry Association Limited,14637,https://www.lobbying.ie/return/14637,Irish Security Industry Association,Justice and Equality,Frances Fitzgerald,1,2016-09-01T00:00:00.000000
